Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Chevrolet,2009,30000,Petrol,Manual,First,16.5,995,63,5,200000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2625000
Maruti,2005,70000,Petrol,Manual,Second,17.3,993,60,5,60000
Hyundai,2010,50000,Petrol,Manual,Second,18.5,1197,80,5,210000
Hyundai,2009,77000,Petrol,Manual,First,17.92,1086,62.1,5,150000
Maruti,2007,60000,Petrol,Manual,Second,16.1,796,37,4,75000
Chevrolet,2013,70000,Diesel,Manual,First,25.44,936,57.6,5,170000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Maruti,2018,15000,Petrol,Manual,First,22,1197,81.8,5,750000
Volkswagen,2019,5000,Petrol,Manual,First,18.78,999,75,5,570000
Mahindra,2012,100000,Diesel,Manual,First,14,2523,75,8,450000
Hyundai,2014,106000,Diesel,Manual,First,22.32,1582,126.32,5,575000
Maruti,2013,47200,Petrol,Manual,Third,16.1,796,37,4,157000
Mahindra,2011,100000,Diesel,Manual,Second,13.6,2523,63,7,450000
Tata,2015,52000,Diesel,Manual,First,19.09,1405,69.01,5,350000
Hyundai,2011,62000,Petrol,Manual,Third,16.36,1495,93.7,5,170000
Maruti,2017,25000,Petrol,Manual,First,20.51,998,67.04,5,390000
Toyota,2013,39000,Petrol,Automatic,First,14.28,1798,138.03,5,625000
Mahindra,2017,70000,Diesel,Manual,First,16.5,1493,70,7,735000
Tata,2014,65000,Diesel,Manual,First,19.09,1405,69.01,5,221000
Maruti,2015,90000,Diesel,Manual,First,23.2,1248,73.94,5,350000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
BMW,2019,10000,Diesel,Automatic,First,18.12,1995,190,5,5200000
Maruti,1994,60000,Petrol,Manual,First,16.1,796,37,4,45000
Maruti,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5,275000
Maruti,2013,120000,Diesel,Manual,Third,20.77,1248,88.76,7,550000
Hyundai,2011,50000,Diesel,Manual,First,23,1396,90,5,350000
Fiat,2015,60000,Petrol,Manual,Third,15.8,1172,67.1,5,350000
Hyundai,2019,4337,Petrol,Automatic,First,18.9,1197,82,5,625000
Mahindra,2014,110000,Diesel,Manual,First,15.4,1997,120,7,900000
Tata,2017,51000,Diesel,Manual,First,14.07,2956,69.01,7,570000
Maruti,2019,10000,CNG,Manual,First,21.94,1196,61.7,5,450000
Maruti,2015,50000,Petrol,Manual,Second,20.51,998,67.04,5,320000
Renault,2013,109000,Diesel,Manual,Second,19.64,1461,108.45,5,520000
Mahindra,2013,80000,Diesel,Manual,First,15.96,2523,63,9,499000
Maruti,2012,56246,Petrol,Manual,First,18.6,1197,85.8,5,369000
Hyundai,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,630000
Nissan,2017,21500,Petrol,Automatic,First,19.34,1198,76,5,560000
Maruti,2017,75000,Diesel,Manual,First,24.3,1248,88.5,5,775000
Maruti,2009,100000,Diesel,Manual,Second,17.8,1248,75,5,221000
Maruti,2020,5000,Petrol,Manual,First,22.05,796,47.3,5,350000
Honda,2015,50000,Petrol,Manual,First,18,1198,86.7,5,390000
Hyundai,2017,70000,Petrol,Manual,First,18.9,1197,82,5,459999
Tata,2018,35000,Petrol,Manual,Second,23.84,1199,84,5,409999
Maruti,2014,145000,Diesel,Manual,Second,26.21,1248,88.5,5,459999
Ford,2017,62960,Diesel,Manual,First,25.83,1498,99,5,500000
Tata,2014,300000,Diesel,Manual,First,15.3,2956,83.83,7,275000
Hyundai,2019,3500,Petrol,Automatic,First,18.15,998,118.35,5,1125000
Maruti,2018,25000,Diesel,Automatic,First,24.3,1248,88.5,5,911999
Maruti,2005,90000,Petrol,Manual,Second,15.4,1590,94,5,50000
Honda,2015,128000,Diesel,Manual,First,26,1498,98.6,5,600000
Honda,2010,98000,Petrol,Manual,Third,17,1497,118,5,360000
Mahindra,2010,100000,Diesel,Manual,Second,13.6,2523,63,7,495000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Nissan,2011,110000,Diesel,Manual,Second,23.08,1461,63.1,5,254999
Mahindra,2015,70000,Diesel,Manual,Third,15.4,2179,120,7,900000
Mahindra,2003,132478,Diesel,Manual,Second,13.6,2523,63,7,150000
Toyota,2011,250000,Diesel,Manual,Second,12.8,2494,102,7,550000
Maruti,2016,30154,Diesel,Manual,First,25.2,1248,74,5,630000
Hyundai,2011,70000,Petrol,Manual,First,20.36,1197,78.9,5,250000
Tata,2016,100000,Diesel,Manual,First,27.28,1047,69,5,490000
Mahindra,2017,70000,Diesel,Manual,Second,15.96,2523,62.1,7,675000
Mahindra,2006,120000,Diesel,Manual,Second,14,2523,83,7,170000
Hyundai,2019,4000,Petrol,Manual,First,20.3,1086,68,5,399000
Hyundai,2015,25000,Petrol,Manual,First,18.9,1197,82,5,411000
Renault,2015,15200,Petrol,Manual,First,25.17,799,53.3,5,290000
Hyundai,2017,29029,Petrol,Manual,First,19.1,1197,82,5,525000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2625000
Ford,2012,90000,Diesel,Manual,First,20,1399,68,5,300000
Maruti,2003,121000,Petrol,Manual,First,17.3,993,60,5,200000
Ford,2017,49957,Diesel,Manual,First,25.83,1498,99,5,700000
Mahindra,2015,100000,Diesel,Manual,First,15.96,2523,63,9,484999
Maruti,2014,89000,Diesel,Manual,First,22.9,1248,74,5,470000
Chevrolet,2008,100000,Petrol,Manual,Third,18,995,62,5,65000
Honda,2015,93000,Diesel,Manual,Second,24.5,1498,98.6,7,570000
Maruti,2008,80000,Petrol,Manual,Third,16.1,1298,88.2,5,170000
Hyundai,2013,40000,Petrol,Manual,First,20.36,1197,78.9,5,300000
Honda,2016,22000,Petrol,Manual,First,17.8,1497,117.3,5,925000
Maruti,2019,20000,Diesel,Manual,First,28.4,1248,74,5,690000
Volkswagen,2012,110000,Diesel,Manual,Second,19.7,1598,103.6,5,400000
Volvo,2016,48000,Diesel,Automatic,First,9,1984,181,5,1950000
Maruti,2012,100000,Petrol,Manual,First,19.1,1197,85.8,5,310000
Maruti,2002,62000,Petrol,Manual,First,16.1,796,37,4,50000
Tata,2017,42000,Petrol,Manual,First,23.84,1199,84,5,425000
Mahindra,2012,60000,Diesel,Manual,Second,15.1,2179,140,7,700000
Hyundai,2017,50000,Petrol,Manual,First,21.1,814,55.2,5,250000
Maruti,2018,100000,Diesel,Manual,First,28.4,1248,74.02,5,811000
Tata,2015,70000,Petrol,Manual,First,17.57,1193,88.7,5,300000
Maruti,2010,36659,Petrol,Manual,First,19.7,796,46.3,5,160000
BMW,2008,60000,Diesel,Automatic,Third,11,2993,235,5,830000
Hyundai,2019,18500,Petrol,Manual,First,20.3,1086,68,5,430000
Maruti,2018,25000,Petrol,Automatic,First,22,1197,81.8,5,640000
Maruti,2005,140000,Petrol,Manual,Second,18.9,998,67.1,5,130000
Maruti,2004,100000,Petrol,Manual,Second,19.7,796,46.3,5,100000
Honda,2014,80000,Diesel,Manual,Second,25.1,1498,98.6,5,750000
Maruti,2017,25000,Petrol,Manual,First,22,1197,81.8,5,625000
Tata,2007,120000,Diesel,Manual,Third,17.2,1396,53.5,5,65000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Toyota,2011,60000,Diesel,Manual,First,12.8,2494,102,7,800000
Tata,2017,60000,Diesel,Manual,First,14.1,2179,147.94,7,800000
Volkswagen,2013,100000,Diesel,Manual,First,20.54,1598,103.6,5,350000
Toyota,2017,157000,Diesel,Manual,First,13.68,2393,147.8,7,1680000
Maruti,2010,100000,Diesel,Manual,First,21.1,1248,73.9,5,220000
Hyundai,2015,20000,Petrol,Manual,First,19.1,1197,82,5,450000
Tata,2010,225000,Diesel,Manual,Third,14,1948,90,9,150000
Maruti,2015,110000,Diesel,Manual,First,26.59,1248,74,5,440000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Maruti,2007,80000,Petrol,Manual,First,16.1,796,37,4,45000
Tata,2010,65000,Petrol,Manual,First,15.64,1193,64.1,5,290000
Maruti,2017,90000,Diesel,Manual,First,24.3,1248,88.5,5,750000
Mahindra,2010,100000,Diesel,Manual,First,13,2489,95,8,300000
Ford,2013,62000,Diesel,Manual,First,13.1,2499,141,7,700000
Mahindra,2014,200000,Diesel,Manual,First,15.96,2523,62.1,9,525000
Toyota,2016,15500,Petrol,Manual,First,16.78,1496,88.73,5,540000
Ford,2018,25000,Diesel,Manual,First,23,1498,98.96,5,900000
Jeep,2017,17000,Petrol,Automatic,First,9.5,3604,280,5,4100000
Maruti,2012,50000,Petrol,Manual,Second,18.6,1197,85.8,5,345000
Hyundai,2012,103000,Petrol,Manual,First,20.36,1197,78.9,5,250000
Renault,2016,10000,Petrol,Manual,First,25.17,799,53.3,5,290000
Maruti,2013,15000,Petrol,Manual,First,18.6,1197,85.8,5,350000
Maruti,2019,7673,Diesel,Automatic,First,28.4,1248,74.02,5,825000
Maruti,2009,90000,Petrol,Automatic,Second,12.6,1586,103.3,5,200000
Tata,2009,30000,Diesel,Manual,First,19.09,1396,69,5,150000
Maruti,2014,40000,Petrol,Manual,First,16.8,796,34.2,5,260000
Mahindra,2011,50000,Diesel,Manual,Second,13.6,2523,63,7,409999
Hyundai,2011,221889,Diesel,Manual,First,22.32,1582,126.32,5,400000
Honda,2015,90000,Diesel,Manual,First,27.3,1498,98.6,5,600000
Maruti,2019,24000,Diesel,Manual,First,28.4,1248,74.02,5,802999
Ford,2016,10500,Petrol,Manual,First,18.16,1196,86.8,5,512000
Maruti,2017,100000,Diesel,Manual,First,24.3,1248,88.5,5,775000
Hyundai,2016,70000,Petrol,Manual,Fourth,18.9,1197,82,5,330000
Chevrolet,2012,128000,Petrol,Manual,Third,18.6,1199,79.4,5,141000
Honda,2017,70000,Petrol,Manual,First,17.3,1497,117.3,7,600000
Ford,2010,110000,Diesel,Manual,Second,20,1399,68,5,180000
Hyundai,2015,50000,Diesel,Manual,First,19.67,1582,126.2,5,1000000
Mahindra,2013,100000,Diesel,Manual,Second,15.96,2523,62.1,7,430000
Hyundai,2019,19500,Petrol,Manual,First,20.3,1086,68.07,5,434999
Hyundai,2013,100000,Petrol,Automatic,Second,15.74,1591,121.3,5,450000
Tata,2020,40000,Petrol,Manual,First,17.57,1193,88.7,5,500000
Maruti,2017,30000,Diesel,Manual,First,25.2,1248,74,5,580000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Maruti,2006,70000,Petrol,Manual,Second,16.1,796,37,4,155000
Mahindra,2013,110000,Diesel,Manual,First,12.05,2179,120,9,520000
Maruti,2017,20000,Diesel,Manual,First,27.39,1248,74,5,600000
Maruti,2014,80000,Petrol,Manual,First,20.4,1197,81.8,5,375000
Chevrolet,2016,30000,Petrol,Manual,First,18.6,1199,76.8,5,310000
Maruti,2014,110000,Diesel,Manual,Third,23.2,1248,73.94,5,375000
Maruti,2019,60000,CNG,Manual,First,21.94,1196,61.7,5,450000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Hyundai,2014,17000,Petrol,Manual,First,18.6,1197,81.83,5,500000
Hyundai,2014,60000,Petrol,Manual,First,18.9,1197,82,5,370000
Maruti,2018,38817,Diesel,Manual,First,27.39,1248,74,5,740000
Tata,2019,3500,Petrol,Manual,First,23.84,1199,83.83,5,450000
Maruti,2004,120000,Petrol,Manual,First,16.1,796,37,4,40000
Chevrolet,2007,50000,Petrol,Manual,Second,15.26,1150,74.9,5,102000
Tata,2010,90000,Diesel,Manual,Second,18.8,1248,90,5,250000
Volkswagen,2011,100000,Diesel,Manual,Second,20.54,1598,103.6,5,300000
Maruti,2013,60000,Petrol,Manual,First,16.02,1373,93.7,7,500000
Toyota,2013,440000,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Maruti,2011,11000,Petrol,Manual,First,23.95,998,67.05,5,175000
Maruti,2017,227000,Petrol,Manual,First,17.5,1373,91.1,7,700000
Maruti,2014,50000,Petrol,Manual,First,18.6,1197,85.8,5,434999
Maruti,2018,59000,Diesel,Manual,First,24.2,1498,93.87,7,850000
Datsun,2014,33000,Petrol,Manual,First,20.63,1198,67,5,225000
Maruti,2015,110000,Diesel,Manual,First,27.39,1248,74,5,590000
Renault,2012,100000,Diesel,Manual,Third,23.08,1461,63.12,5,300000
Maruti,2005,70000,Petrol,Manual,Fourth,19.7,796,46.3,5,125000
Mahindra,2017,60000,Diesel,Manual,First,18.49,1493,100,7,645000
Maruti,2013,60000,Petrol,Manual,First,16.02,1373,93.7,7,500000
Mahindra,2011,260000,Diesel,Manual,Fourth,12.05,2179,120,8,550000
Mahindra,2016,65100,Diesel,Manual,Second,18.49,1493,100,7,730000
Renault,2018,12000,Diesel,Manual,First,20.37,1461,108.45,5,1265000
Hyundai,2014,29340,Diesel,Manual,First,22.32,1582,126.32,5,755000
Maruti,2016,20000,Petrol,Manual,First,20.4,1197,81.8,5,550000
Tata,2018,15000,Petrol,Manual,First,17,1198,108.5,5,790000
Honda,2013,65285,Diesel,Manual,First,24.7,1498,98.63,5,350000
Toyota,2007,170000,Diesel,Manual,First,12.8,2494,102,8,400000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Tata,2013,110000,Petrol,Manual,Second,15.3,1193,65.3,5,170000
Maruti,2020,5000,Petrol,Automatic,First,20.89,1197,81.8,5,600000
Honda,2006,70000,Petrol,Manual,Second,13.5,1799,130,5,121000
Tata,2018,25000,Petrol,Manual,First,23.84,1199,84,5,490000
Hyundai,2014,70000,Petrol,Manual,First,21.1,814,55.2,5,240000
Hyundai,2015,50000,Diesel,Manual,First,19.67,1582,126.2,5,1000000
Ford,2008,110000,Diesel,Manual,Second,17.7,1399,68,5,90000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Hyundai,2015,74000,Diesel,Manual,Second,24.4,1120,71,5,401000
Renault,2018,25000,Petrol,Manual,First,25.17,799,53.3,5,350000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Datsun,2017,20000,Petrol,Manual,First,22.5,999,67,5,300000
Tata,2012,110000,Diesel,Manual,Second,19.09,1396,69,5,158000
Volkswagen,2017,52000,Diesel,Manual,First,21.66,1498,108.62,5,555000
Maruti,2016,46737,Petrol,Manual,First,22.74,796,47.3,5,320000
Hyundai,2017,43000,Diesel,Manual,First,22.54,1396,88.73,5,750000
Renault,2019,15000,Petrol,Manual,First,25.17,799,53.3,5,380000
Mitsubishi,1999,198000,Diesel,Manual,Second,14.8,1998,68,5,150000
Mahindra,2015,80000,Diesel,Manual,Second,15.4,2179,120,7,950000
Maruti,2017,10000,Petrol,Automatic,First,23.95,998,67.1,5,400000
Ford,2018,40000,Diesel,Manual,First,23,1498,98.96,5,950000
Maruti,2013,110000,Diesel,Manual,First,23.4,1248,74,5,525000
BMW,2018,27000,Diesel,Automatic,First,17.09,2993,261.4,4,6000000
Chevrolet,2016,15000,Petrol,Manual,First,18.2,1199,82.4,5,550000
Mahindra,2014,122000,Diesel,Manual,Second,15.1,2179,140,7,600000
Hyundai,2014,110000,Diesel,Manual,Second,24.8,1396,88.7,5,459999
Honda,2017,39000,Diesel,Manual,First,25.5,1498,98.6,5,885000
Tata,2019,3500,Petrol,Manual,First,23.84,1199,83.83,5,450000
Hyundai,2018,25000,Petrol,Automatic,First,17.4,1197,81.86,5,800000
Ford,2009,100000,Diesel,Manual,Fourth,17.7,1399,68,5,150000
Skoda,2012,80000,Diesel,Manual,Second,20.5,1598,103.5,5,290000
Renault,2012,100000,Diesel,Manual,First,23.08,1461,63.1,5,245000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Maruti,2018,30000,Petrol,Automatic,First,20.51,998,67,5,448000
Maruti,2011,120000,Petrol,Manual,Second,16.1,796,37,4,100000
Audi,2011,120000,Diesel,Automatic,First,12.8,1968,167.6,5,1300000
Datsun,2015,50000,Petrol,Manual,First,20.63,1198,67,5,350000
Mahindra,2016,120000,Diesel,Manual,First,15.96,2523,62.1,9,550000
Maruti,2008,80000,Petrol,Manual,Fourth,18.9,1061,67,5,110000
Audi,2018,26000,Diesel,Automatic,First,15.73,1968,174.33,5,2800000
Hyundai,2014,65000,Petrol,Manual,First,20.36,1197,78.9,5,300000
Mahindra,2013,300000,Diesel,Manual,First,14,2498,112,8,200000
Maruti,2020,7400,Diesel,Automatic,First,24.3,1248,88.5,5,925000
Toyota,2011,110000,Diesel,Manual,First,12.8,2494,102,8,900000
Hyundai,2015,73500,Diesel,Manual,First,19.67,1582,126.2,5,1000000
Toyota,2009,285000,Diesel,Manual,Third,12.8,2494,102,8,530000
Maruti,2003,35000,Petrol,Manual,Second,16.1,796,37,4,35000
Maruti,2009,60000,Petrol,Manual,Third,19.7,796,46.3,5,125000
Hyundai,2014,70000,Petrol,Manual,Second,18.6,1197,81.83,5,565000
Skoda,2012,55885,Petrol,Manual,First,16.25,1198,75,5,320000
Maruti,2014,15000,Petrol,Manual,Second,22.74,796,47.3,5,204999
Hyundai,2011,56389,Petrol,Manual,First,20.36,1197,78.9,5,262000
Ford,2013,110000,Diesel,Automatic,Third,12.8,2953,156,7,1075000
Datsun,2018,80000,Petrol,Manual,First,20.62,1198,67,7,450000
Tata,2011,80000,Diesel,Manual,Third,11.57,2179,138.1,7,450000
Honda,2015,82000,Diesel,Manual,First,25.8,1498,98.6,5,509999
Maruti,2018,51000,Diesel,Manual,First,25.1,1248,88.5,5,950000
Maruti,2014,58000,Petrol,Manual,Second,23.95,998,67.05,5,250000
Ford,2014,90000,Diesel,Manual,Second,19.68,1399,67,5,310000
Mahindra,2007,110000,Diesel,Manual,First,10.5,2179,120,7,300000
Hyundai,2019,4000,Petrol,Manual,First,18.6,1197,81.86,5,693000
Maruti,2016,60000,Petrol,Manual,First,15.37,1196,73,5,330000
Tata,2010,120000,Diesel,Manual,Second,21.12,1248,88.8,5,150000
Skoda,2017,33000,Petrol,Automatic,Second,14.7,1798,177.5,5,1600000
Toyota,2012,90000,Diesel,Manual,First,23.59,1364,67.1,5,300000
Honda,2014,27233,Diesel,Manual,First,27.4,1498,98.63,5,465000
Toyota,2012,162000,Diesel,Manual,Fourth,12.8,2494,102,7,520000
Maruti,2015,30000,Petrol,Manual,Second,23.1,998,67.04,5,290000
Hyundai,2011,35000,Diesel,Manual,Second,22.32,1582,126.32,5,375000
Mahindra,2019,60000,Diesel,Manual,First,16.36,2179,120,7,1000000
Maruti,2015,70000,Diesel,Manual,Second,28.09,1248,88.5,5,630000
Honda,2016,30000,Petrol,Manual,First,18.7,1199,88.7,5,484999
Maruti,2010,68700,Petrol,Manual,Third,19,998,66.1,5,179000
Maruti,2006,70000,Petrol,Manual,First,18.9,998,67.1,5,250000
Tata,2018,90000,Diesel,Manual,First,27.28,1047,69,5,450000
Maruti,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,780000
Chevrolet,2014,195000,Diesel,Manual,First,18.2,1248,73.8,7,275000
Tata,2015,20000,Petrol,Automatic,First,21.9,624,37.48,4,250000
Maruti,2013,58343,Petrol,Manual,First,21.79,998,67.05,5,225000
Maruti,2016,190000,Diesel,Manual,First,24.3,1248,88.5,5,791000
Honda,2014,40000,Petrol,Manual,Third,19.4,1198,86.8,5,325000
Renault,2012,100000,Diesel,Manual,First,19.01,1461,108.45,5,450000
Mercedes,2016,40000,Diesel,Automatic,Second,19.7,2143,134.1,5,1859000
Tata,2011,70000,Petrol,Manual,Second,16.5,1172,65,5,130000
Maruti,2009,117000,Diesel,Manual,First,17.8,1248,75,5,279000
Maruti,2014,40000,Diesel,Manual,First,28.4,1248,74,5,455000
Toyota,2016,90000,Diesel,Automatic,First,15.04,2755,174.5,7,3100000
Mahindra,2013,165500,Diesel,Manual,Second,14,2523,75,9,509999
Mahindra,2015,140000,Diesel,Manual,First,16,2179,140,7,919999
Tata,2009,120000,Diesel,Manual,First,17,1405,71,5,120000
Mahindra,2007,80000,Diesel,Manual,Second,13.6,2523,63,7,240000
Maruti,2018,5000,Diesel,Manual,First,25.1,1248,88.5,5,975000
Maruti,2006,30000,Petrol,Manual,Second,19.7,796,46.3,5,120000
Hyundai,2018,31800,Petrol,Manual,First,18.6,1197,81.86,5,650000
Maruti,2011,137000,CNG,Manual,First,26.2,998,58.2,5,200000
Volkswagen,2019,10000,Petrol,Manual,First,18.78,999,75,5,585000
Toyota,2005,185000,Diesel,Manual,Second,11.4,2494,100.6,7,300000
Maruti,2017,15000,Petrol,Automatic,First,21.21,1197,81.8,5,700000
Tata,2009,80000,Diesel,Manual,Third,18.8,1248,90,5,100000
Mahindra,2016,67000,Diesel,Manual,First,15.4,1997,120,7,745000
Renault,2016,60000,Petrol,Manual,First,23.01,999,67,5,235000
Maruti,2008,100000,Petrol,Manual,First,17.5,1298,85.8,5,200000
Hyundai,2019,15000,Petrol,Manual,First,18.9,1197,81.86,5,550000
Maruti,2018,30000,Petrol,Manual,First,16.8,796,34.2,8,260000
Tata,2009,150000,Diesel,Manual,Fourth,11.57,2179,138.1,7,150000
Ford,2010,30000,Petrol,Manual,First,15.6,1196,70,5,400000
Maruti,2011,80000,Petrol,Manual,First,18.9,998,67.1,5,200000
Toyota,2016,33000,Diesel,Manual,First,13.68,2393,147.8,7,1850000
Maruti,2010,200000,Petrol,Manual,First,19,998,67.1,5,160000
Volkswagen,2013,90000,Diesel,Manual,Third,22.07,1199,73.9,5,280000
Maruti,2018,50000,CNG,Manual,First,26.6,998,58.16,5,450000
Volkswagen,2012,40000,Diesel,Manual,First,20.54,1598,103.6,5,350000
Ford,2012,70000,Diesel,Manual,First,18.6,1388,67,5,300000
Maruti,2015,120000,Diesel,Manual,First,25.2,1248,74,5,530000
Honda,2018,40000,Diesel,Manual,First,25.8,1498,98.6,5,825000
Maruti,2018,64000,Petrol,Manual,First,20.65,1462,103.25,5,850000
Nissan,2016,35000,Diesel,Manual,First,20.45,1461,83.8,5,750000
Maruti,2010,120000,Petrol,Manual,Second,19.7,796,46.3,5,150000
Maruti,2015,57000,Diesel,Manual,First,23.65,1248,88.5,5,650000
Maruti,2011,72000,Petrol,Manual,Second,19.7,796,46.3,5,140000
Maruti,2003,60000,Petrol,Manual,Fourth,17.3,993,60,5,65000
Mahindra,2011,100000,Diesel,Manual,Second,13.6,2523,63,7,340000
Maruti,2019,15000,Petrol,Automatic,First,20.28,1462,103.25,5,1025000
Maruti,2019,24000,Diesel,Manual,First,28.4,1248,74.02,5,750000
Hyundai,2009,70000,Petrol,Manual,Second,20.36,1197,78.9,5,180000
BMW,2012,140000,Diesel,Automatic,Second,18.88,1995,184,5,1300000
Mahindra,2018,19700,Petrol,Manual,First,18.15,1198,82,5,445000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Maruti,2019,35700,Diesel,Manual,First,28.4,1248,74.02,5,800000
Mahindra,2018,15000,Diesel,Manual,First,16,2179,140,7,1050000
Hyundai,2008,80000,Petrol,Manual,Third,17.8,1086,63,5,110000
Maruti,2011,89000,Diesel,Manual,Second,21.1,1248,73.9,5,270000
Maruti,2017,70000,Diesel,Manual,First,27.39,1248,74,5,735000
Mahindra,2018,60000,Diesel,Manual,First,15.1,2179,152.87,7,1500000
Honda,2015,40000,Petrol,Manual,First,17.4,1497,117.3,5,750000
Maruti,2016,70000,Diesel,Manual,First,24.3,1248,88.5,5,640000
Hyundai,2013,80000,Petrol,Manual,First,17.92,1086,62.1,5,220000
Hyundai,2016,40000,Diesel,Manual,First,22.54,1396,88.73,5,875000
Hyundai,2017,30000,Petrol,Manual,First,19.1,1197,82,5,520000
Hyundai,2017,51000,Diesel,Automatic,First,17.01,1582,126.2,5,1143000
Volkswagen,2019,36800,Diesel,Manual,First,20.14,1498,88,5,695000
Hyundai,2018,49000,Diesel,Automatic,First,22,1582,126.2,5,1150000
Maruti,2010,64000,Diesel,Manual,Third,21.1,1248,73.9,5,225000
Honda,2018,5500,Petrol,Manual,First,17.4,1497,117.6,5,1180000
Maruti,2009,59000,Petrol,Manual,Second,19.7,796,46.3,5,170000
Hyundai,2009,110000,Diesel,Manual,Second,17.1,1493,110,5,150000
Mahindra,2009,170000,Diesel,Manual,Second,13.6,2523,63,7,400000
Tata,2010,80000,Petrol,Manual,Third,15,1368,90,5,150000
Hyundai,2015,10000,Petrol,Manual,First,18.9,1197,82,5,486000
Mahindra,2012,200000,Diesel,Manual,First,15.96,2523,62.1,7,360000
Honda,2008,120000,Petrol,Manual,Second,17.7,1497,78,5,155000
Skoda,2016,11000,Petrol,Automatic,First,14.3,1598,103.5,5,645000
Tata,2010,70000,Diesel,Manual,Third,15.7,1405,70,5,150000
Toyota,2007,147500,Diesel,Manual,Second,12.8,2494,102,7,270000
Maruti,2015,70000,Diesel,Manual,First,26.21,1248,88.5,5,630000
Maruti,2010,80000,Petrol,Manual,Second,19.7,796,46.3,5,160000
Nissan,2012,166000,Diesel,Manual,Second,23.08,1461,63.1,5,229999
BMW,2010,72200,Petrol,Automatic,Second,10.8,2497,150,5,975000
Renault,2016,30000,Petrol,Manual,First,25.17,799,53.3,5,300000
Mahindra,2014,74000,Diesel,Manual,First,15.96,2523,62.1,7,570000
Maruti,2013,60000,Petrol,Manual,Second,22.74,796,47.3,5,190000
Maruti,2008,40000,Petrol,Manual,Second,16.1,796,37,4,65000
Hyundai,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5,540000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Maruti,2017,30000,Petrol,Manual,First,20.4,1197,81.8,5,573000
Maruti,2016,32000,Diesel,Manual,First,25.1,1248,88.5,5,690000
Hyundai,2010,120000,Diesel,Manual,Third,23,1396,90,5,215000
Maruti,2014,46000,Petrol,Manual,First,21.63,998,67.04,5,415000
Mahindra,2016,70000,Diesel,Manual,First,15.96,2523,63,9,600000
Maruti,2017,30000,Petrol,Manual,First,20.89,1197,81.8,5,484999
Hyundai,2017,56290,Diesel,Manual,First,24,1186,73.97,5,450000
Volkswagen,2016,40000,Petrol,Manual,Second,16.2,1199,74,5,395000
Honda,2015,58161,Petrol,Manual,First,17.8,1497,117.3,5,500000
Fiat,2011,117000,Diesel,Manual,Second,20.3,1248,75,5,220000
Mahindra,2018,29000,Diesel,Manual,First,15.1,2179,152.87,7,1150000
Maruti,2012,51000,Petrol,Manual,First,16.1,796,37,4,100000
Hyundai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,650000
Maruti,2018,48000,Diesel,Manual,First,24.3,1248,88.5,5,745000
Hyundai,2012,57000,Petrol,Manual,First,17.7,1497,113.42,5,434999
Jeep,2017,20000,Diesel,Manual,Second,16.3,1956,170,5,1920000
Maruti,2009,80000,Petrol,Manual,First,16.1,796,37,4,125000
Mahindra,2011,80000,Diesel,Manual,Second,12.05,2179,120,9,550000
Toyota,2017,7000,Petrol,Automatic,Second,14.53,1794,138.1,5,1450000
Tata,2015,80000,Diesel,Manual,Second,19.09,1405,69.01,5,250000
Mercedes,2018,18000,Petrol,Automatic,First,15.04,1991,183,5,2550000
Tata,2018,35000,Diesel,Manual,First,21.5,1497,108.5,5,700000
Honda,2011,80000,Petrol,Manual,Second,16,1198,90,5,350000
BMW,2019,21000,Diesel,Automatic,First,16.78,1995,190,5,5800000
Maruti,2013,185000,Diesel,Manual,First,23.4,1248,74,5,350000
Hyundai,2014,80000,Petrol,Manual,Second,18.9,1197,82,5,400000
Hyundai,2016,40000,Diesel,Manual,First,24.8,1396,88.7,5,710000
Hyundai,2010,86000,Petrol,Manual,Second,17.92,1086,62.1,5,245000
